fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boyali_parca,degisen_parca
558,305000,2016,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,110510,Düz,Dizel,,45.0,1.248,75.0,0,0
559,235000,2014,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,189993,Düz,Dizel,,45.0,1.248,75.0,0,1
560,292500,2012,Chevrolet,Aveo 1.4 LT,Aveo,100243,Düz,Benzinli/LPG,Önden Çekiş,46.0,1.398,100.0,4,0
561,322500,2013,Fiat,Van Maxi 17 M³ 2.3 130 HP,Ducato,335039,Düz,Dizel,,,,,0,0
562,192000,2011,Peugeot,Bipper Kombi 1.4 HDi Comfort,Bipper,284860,Düz,Dizel,,45.0,1.398,70.0,4,1
563,275000,2013,Citroen,C- Elysee 1.6 HDİ Exclusive,C- Elysee,187500,Düz,Dizel,Önden Çekiş,48.0,1.56,92.0,3,0
564,300000,2013,Ford,Fiesta 1.25 Trend,Fiesta,70764,Düz,Benzinli,Önden Çekiş,42.0,1.242,82.0,2,1
565,255000,2009,Opel,Corsa 1.2 Essentia,Corsa,210000,Düz,Benzinli,Önden Çekiş,45.0,1.229,80.0,0,0
566,250000,2011,Peugeot,206+ 1.4 HDi Comfort,206+,206520,Düz,Dizel,Önden Çekiş,50.0,1.398,70.0,1,2
567,255000,2004,Ford,Focus 1.6 Comfort,Focus,239490,Otomatik,Dizel,Önden Çekiş,55.0,1.596,100.0,8,1
568,254900,2011,Hyundai,i20 Troy 1.2 DOHC Mode,i20,243948,Düz,Benzinli,Önden Çekiş,45.0,1.248,78.0,2,2
569,180000,2009,Peugeot,206 Sedan 1.4 Executive,206,157443,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.36,75.0,0,2
570,289900,2011,Dacia,Sandero 1.5 DCI Stepway,Sandero,175574,Düz,Dizel,Önden Çekiş,50.0,1.461,70.0,0,0
571,350000,2008,Renault,Clio 1.2 16V Expression,Clio,138170,Düz,Benzinli,Önden Çekiş,55.0,1.149,75.0,6,0
572,290000,2006,Hyundai,Accent Era 1.5 CRDi-VGT Select,Accent,130733,Düz,Dizel,Önden Çekiş,45.0,1.493,110.0,0,0
573,395000,2009,Ford,Mondeo 1.6 Titanium,Mondeo,138000,Düz,Benzinli,Önden Çekiş,70.0,1.596,125.0,0,0
574,535000,2013,Honda,Civic 1.6 Elegance Smart Eco Otomatik,Civic,143650,Otomatik,Benzinli,Önden Çekiş,50.0,1.595,125.0,1,0
575,329900,2013,Volkswagen,Polo 1.2 TDI Trendline,Polo,178611,Düz,Dizel,Önden Çekiş,45.0,1.199,75.0,2,0
576,295000,2015,Renault,Symbol 1.5 dCi Joy,Symbol,180598,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,4,1
577,300000,2011,Ford,Fiesta 1.4 TDCi Trend,Fiesta,214000,Düz,Dizel,Önden Çekiş,45.0,1.398,70.0,2,0
578,235000,2010,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,224636,Otomatik,Dizel,,45.0,1.248,75.0,6,0
579,350000,2009,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,102264,Düz,Dizel,,45.0,1.248,75.0,0,1
580,270000,2013,Fiat,Linea 1.3 Multijet Pop,Linea,228000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
581,280000,2014,Fiat,Linea 1.3 Multijet Pop,Linea,255000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
582,300000,2012,Fiat,Doblo Combi 1.6 M.jet Premio,Doblo,340765,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,4,8
583,360000,2011,Fiat,Doblo Combi 1.3 Multijet Elegance,Doblo,174380,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,1,0
584,215000,2013,Renault,Clio 1.5 dCi Joy,Clio,302028,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,1,2
585,250000,2005,Hyundai,GETZ 1.3 GLS,Getz,182000,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.341,82.0,8,0
586,239500,2014,Fiat,Linea 1.3 Multijet Active Plus,Linea,177063,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,2,1
587,290000,2014,Fiat,Linea 1.3 Multijet Active Plus,Linea,194000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
588,287750,2012,Fiat,Linea 1.3 Multijet Active Plus,Linea,184700,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,6,5
589,255000,2012,Fiat,Linea 1.3 Multijet Active Plus,Linea,176381,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,4,0
590,230000,2012,Fiat,Linea 1.3 Multijet Active Plus,Linea,208714,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,1
591,270000,2012,Fiat,Linea 1.3 Multijet Active Plus,Linea,112890,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,4,1
592,185000,2013,Fiat,Linea 1.3 Multijet Actual,Linea,222796,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,4,2
593,275000,2009,Toyota,COROLLA SEDAN 1.4 D-4D COMFORT,Corolla,238554,Düz,Dizel,Önden Çekiş,55.0,1.364,90.0,1,1
594,330000,2017,Renault,Clio 1.5 dCi Joy,Clio,197800,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,0,1
595,285000,2012,Fiat,Punto 1.4 Easy S-S,Punto,152036,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.368,77.0,2,2
596,300000,2014,Fiat,Doblo Combi 1.3 M.jet Premio Black,Doblo,177169,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,0,0
597,250000,2012,Fiat,Doblo Combi 1.3 Multijet Dynamic,Doblo,276146,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,1,1
598,239900,2013,Fiat,Linea 1.3 Multijet Urban,Linea,97600,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,1,1
599,270000,2012,Fiat,Linea 1.3 Multijet Pop,Linea,118082,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,4,0
600,311500,2012,Ford,Fiesta 1.4 TDCi Trend,Fiesta,151533,Düz,Dizel,Önden Çekiş,45.0,1.398,70.0,3,0
601,267750,2013,Fiat,Doblo Combi 1.3 M.jet Easy,Doblo,283942,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,6,4
602,335000,2017,Renault,Symbol 1.5 dCi Joy,Symbol,238563,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,1,0
603,275000,2015,Renault,Symbol 1.5 dCi Joy,Symbol,173510,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,2,0
604,365000,2017,Renault,Symbol 1.5 dCi Joy,Symbol,136120,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,0,0
605,390000,2017,Renault,Symbol 1.5 dCi Joy,Symbol,204904,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,2,0
606,335000,2017,Renault,Symbol 1.5 dCi Joy,Symbol,233896,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,2,2
607,350000,2017,Renault,Symbol 1.5 dCi Joy,Symbol,204810,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,0,0
608,345000,2017,Renault,Symbol 1.5 dCi Joy,Symbol,221734,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,2,0
609,215000,2015,Renault,Symbol 1.5 dCi Joy,Symbol,341392,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,3,3
610,170000,2013,Fiat,Fiorino Cargo 1.3 Multijet,Fiorino,200409,Düz,Dizel,,45.0,1.248,75.0,1,1
611,340000,2015,Renault,Kangoo Multix 1.5 dCi Extreme,Kangoo,181582,Düz,Dizel,Önden Çekiş,60.0,1.461,110.0,2,2
612,375000,2018,Fiat,Doblo Combi 1.3 M.jet Safeline,Doblo,102201,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,1,0
613,240000,2009,Ford,Focus 1.6 TDCi Titanium,Focus,177116,Düz,Dizel,Önden Çekiş,55.0,1.56,109.0,8,3
614,397750,2012,Volkswagen,Polo 1.6 TDI Comfortline,Polo,137342,Düz,Dizel,Önden Çekiş,45.0,1.598,90.0,6,0
615,260000,2007,Fiat,Doblo Combi 1.3 Multijet Premio,Doblo,215500,Düz,Dizel,,60.0,1.248,75.0,3,0
616,280000,2014,Fiat,Linea 1.4 Fire Pop,Linea,135000,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,0,0
617,290000,2011,Toyota,Yaris 1.4 D-4D Terra Sporty,Yaris,182607,Düz,Dizel,Önden Çekiş,42.0,1.364,90.0,3,1
618,275750,2011,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,208723,Düz,Dizel,,,,,5,5
619,225000,2007,Fiat,Doblo Combi 1.3 Multijet Active,Doblo,206788,Düz,Dizel,,60.0,1.248,75.0,1,2
620,250000,2009,Ford,Fiesta 1.4i Comfort ABS,Fiesta,258349,Düz,Benzinli,Önden Çekiş,45.0,1.388,80.0,0,0
621,780000,2020,Jeep,Renegade 1.6L M.jet Limited 4x2,Renegade,23595,Otomatik,Dizel,Önden Çekiş,48.0,1.598,120.0,0,0
622,425000,2012,Ford,Focus 1.6 Ti-VCT Titanium Powershift,Focus,104437,Otomatik,Benzinli,Önden Çekiş,55.0,1.596,125.0,2,2
623,70000,1993,Renault,R 11,R11,272869,Düz,Benzinli/LPG,,,,,9,4
624,380000,2015,Fiat,Doblo Combi 1.6 Multijet Safeline,Doblo,83000,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,0
625,375000,2018,Fiat,Doblo Combi 1.6 M.jet Premio Plus,Doblo,114800,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,3
626,158000,2001,Fiat,Palio 1.6 HL,Palio,112899,Düz,Benzinli/LPG,,,,,1,0
627,480000,2013,Renault,Captur 1.5 dCi Icon Start-Stop,Captur,138432,Düz,Dizel,Önden Çekiş,45.0,1.461,90.0,0,0
628,355000,2012,Citroen,Berlingo 1.6 HDi Combi SX,Berlingo,188681,Düz,Dizel,Önden Çekiş,60.0,1.56,110.0,2,1
629,350000,2007,Peugeot,207 1.4 HDi Trendy,207,188968,Düz,Dizel,Önden Çekiş,50.0,1.398,70.0,1,0
630,195000,2005,Renault,Symbol 1.4 Alize,Symbol,200842,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.39,98.0,1,2
631,327000,2013,Renault,Clio Turbo Icon Stop-Start,Clio,133572,Düz,Benzinli,Önden Çekiş,45.0,898.0,90.0,3,3
632,282500,2014,Fiat,Fiorino Combi 1.3 Multijet Safeline,Fiorino,108000,Düz,Dizel,,45.0,1.248,75.0,2,0
633,240000,2014,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,155682,Düz,Dizel,,45.0,1.248,75.0,0,0
634,240000,2014,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,164424,Düz,Dizel,,45.0,1.248,75.0,0,1
635,195900,2013,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,250952,Düz,Dizel,,45.0,1.248,75.0,0,4
636,190000,2005,Fiat,Albea 1.3 Multijet Active,Albea,202565,Düz,Dizel,Önden Çekiş,48.0,1.248,70.0,11,0
637,278000,2011,Ford,Fiesta 1.4 Titanium,Fiesta,202217,Düz,Dizel,Önden Çekiş,42.0,1.388,96.0,1,1
638,235000,2011,Fiat,Linea 1.3 Multijet Dynamic Plus Dualogic,Linea,175581,Düz,Dizel,Önden Çekiş,45.0,1.248,90.0,2,3
639,325000,2016,Peugeot,301 1.6 Hdi Active,301,184242,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,2,2
640,265000,2016,Peugeot,301 1.6 Hdi Active,301,174575,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,1,1
641,288000,2017,Peugeot,301 1.6 Hdi Active,301,160391,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,0,2
642,365000,2016,Renault,Fluence 1.5 dCi Touch,Fluence,178690,Otomatik,Dizel,Önden Çekiş,60.0,1.461,110.0,4,1
643,195000,2013,Ford,Transit Connect K210 S 1.8 TDCi,Transit Connect,158000,Düz,Dizel,Önden Çekiş,60.0,1.753,90.0,0,0
644,320000,2015,Fiat,1.3 MultiJet Premio Plus 90 Ps Combi,Doblo,167309,Düz,Benzinli,Önden Çekiş,60.0,1.248,89.0,0,2
645,325000,2011,Chevrolet,Cruze 1.6 16V WTCC Edition,Cruze,192059,Düz,Benzinli/LPG,Önden Çekiş,60.0,1.598,124.0,0,0
646,250000,2016,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,214853,Düz,Benzinli,,45.0,1.248,74.0,1,1
647,265000,2016,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,208000,Düz,Benzinli,,45.0,1.248,74.0,0,0
648,245000,1990,Mercedes,Mercedes 230.E 2.500Cm3,190,455725,Düz,Benzinli/LPG,,,,,9,2
649,495000,2021,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,29432,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
650,385000,2017,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,87930,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.368,94.0,0,0
651,420000,2020,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,11356,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
652,285000,2005,Chevrolet,Lacetti Sedan 1.4 SE,Lacetti,170491,Düz,Benzinli,Önden Çekiş,60.0,1.399,95.0,2,4
653,450000,2020,Fiat,Doblo Cargo Maxi XL 1.6 Multijet Plus Pack,Doblo,59034,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,0
654,448000,2017,Fiat,1.6 MultiJet Urban 120 Ps Sedan,Egea,134715,Düz,Dizel,Önden Çekiş,45.0,1.598,118.0,0,0
655,430000,2014,Hyundai,1.4 D-CVVT Mode Plus 100 Ps Sedan,Accent Blue,100906,Düz,Benzinli/LPG,Önden Çekiş,43.0,1.368,99.0,0,0
656,848000,2018,Volkswagen,1.6 TDI BMT Impression DSG 120 Ps Sedan,Passat,97951,Otomatik,Dizel,Önden Çekiş,59.0,1.598,118.0,0,0
657,255000,2015,Fiat,1.3 MultiJet Pop 75 Ps Panorama,Fiorino,206850,Düz,Benzinli,,45.0,1.248,74.0,0,0
658,380000,2020,Fiat,1.3 MultiJet Easy 95 Ps Combi,Doblo,130057,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,2
659,315000,2017,Fiat,1.3 MultiJet Pop MTA 75 Ps Combi,Fiorino,188525,Otomatik,Dizel,,45.0,1.248,74.0,1,0
660,450000,2020,Fiat,1.4 Fire Urban Plus 95 Ps Sedan,Egea,17950,Düz,Dizel,Önden Çekiş,45.0,1.368,94.0,0,0
661,475000,2021,Fiat,1.4 Fire Urban Plus 95 Ps Sedan,Egea,16210,Düz,Dizel,Önden Çekiş,45.0,1.368,94.0,0,0
662,450000,2016,Peugeot,1.2 PureTech Active ETG5 83 Ps Hatchback,208,22500,Otomatik,Benzinli,Önden Çekiş,50.0,1.199,82.0,4,3
663,315000,2007,Toyota,1.6 Sedan Terra,Corolla,188479,Otomatik,Benzinli/LPG,,,,,3,3
664,360000,2020,Fiat,1.4 Eko Premio 77 Ps Combi,Fiorino,45972,Düz,Benzinli,,45.0,1.368,76.0,0,0
665,379900,2021,Fiat,1.4 Eko Premio 77 Ps Combi,Fiorino,53088,Düz,Benzinli/LPG,,45.0,1.368,76.0,0,0
666,440000,2020,Fiat,1.6 MultiJet Premio Plus 120 Ps Combi,Doblo,75548,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
667,235000,2012,Ford,1.8 TDCI SWB GLX 90 Ps Kombi,Tourneo Connect,278000,Düz,Dizel,Önden Çekiş,60.0,1.753,89.0,0,0
668,390000,2015,Kia,1.25 CVVT Comfort 85 Ps Hatchback,Rio,122000,Düz,Benzinli/LPG,Önden Çekiş,43.0,1.248,84.0,0,0
669,275000,1994,Mercedes,200E,E,445345,Düz,Benzinli/LPG,,,,,12,1
670,445000,2022,Fiat,1.6 MultiJet Easy 120 Ps Combi,Doblo,19850,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
671,350000,2018,Fiat,1.6 MultiJet Easy 120 Ps Combi,Doblo,250750,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
672,445000,2022,Fiat,1.6 MultiJet Easy 120 Ps Combi,Doblo,20916,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
673,325000,2015,Citroen,1.6 HDI SX 93 Ps Kombivan,Berlingo,170497,Düz,Dizel,Önden Çekiş,60.0,1.56,92.0,2,1
674,590000,2020,Dacia,1.5 BlueDCI 4x4 Prestige 115 Ps SUV,Duster,71000,Düz,Dizel,4x4,50.0,1.461,113.0,0,0
675,849900,2022,Ford,1.5 Ti-VCT Trend X Otomatik 123 Ps Sedan,Focus,14186,Otomatik,Benzinli,Önden Çekiş,52.0,1.497,121.0,0,0
676,725900,2022,Renault,1.3 TCe Joy Comfort EDC 140 Ps Sedan,Megane,14386,Otomatik,Benzinli,Önden Çekiş,50.0,1.332,138.0,0,0
677,290000,2009,Renault,Clio 1.4 16V Expression,Clio,126000,Düz,Benzinli/LPG,Önden Çekiş,55.0,1.39,100.0,0,0
678,249900,2006,Renault,Megane HB 1.5 dCi Dynamique,Megane,191289,Düz,Dizel,Önden Çekiş,60.0,1.461,80.0,4,2
679,193000,2004,Hyundai,1.5 CRDI GLS 82 Ps Sedan,Accent,189225,Düz,Dizel,Önden Çekiş,45.0,1.493,80.0,0,3
680,305000,2012,Peugeot,1.6 HDI Business Line 93 Ps Hatchback,308,186511,Düz,Dizel,Önden Çekiş,60.0,1.56,92.0,1,3
681,415000,2009,Volkswagen,Tiguan 2.0 TDI Sport-Style 4x4,Tiguan,167300,Düz,Dizel,4x4,64.0,1.986,140.0,1,2
682,1750000,2008,Peugeot,Partner 190 C 1.6 HDI Kombi Van,Partner,271198,Düz,Dizel,,60.0,1.56,90.0,7,0
683,350000,2005,Renault,1.6 Sportway 115 Ps Sedan,Megane,172129,Düz,Benzinli,Önden Çekiş,60.0,1.598,114.0,1,2
684,315750,2009,Hyundai,1.4 Expo Gold Plus 97 Ps Sedan,Accent Era,135530,Düz,Benzinli,Önden Çekiş,45.0,1.399,95.0,1,2
685,480000,2018,Dacia,1.5 DCI Comfort 90 Ps SUV,Duster,133000,Düz,Dizel,Önden Çekiş,50.0,1.461,89.0,0,0
686,325900,2017,Citroen,1.6 hdi,C-Elysee,143749,Düz,Dizel,,,,,4,0
687,401750,2021,Fiat,1.4 Eko Safeline 77 Ps Combi,Fiorino,28805,Düz,Benzinli,,45.0,1.368,76.0,0,2
688,375000,2006,Toyota,1.6 Sedan Terra,Corolla,62000,Düz,Benzinli,,,,,0,0
689,309900,2014,Fiat,1.3 MultiJet Urban 75 Ps Hatchback,Punto,206676,Düz,Dizel,Önden Çekiş,45.0,1.248,74.0,5,0
690,220000,2011,Peugeot,207 1.4 Trendy,207,244000,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.36,75.0,0,0
691,490000,2017,Renault,1.6 16V Joy 115 Ps Hatchback,Megane,76208,Düz,Benzinli,Önden Çekiş,47.0,1.598,114.0,2,1
692,370000,2017,Fiat,1.6 MultiJet Safeline ESP 105 Ps Combi,Doblo,87000,Düz,Dizel,Önden Çekiş,60.0,1.598,103.0,0,0
693,365000,2018,Fiat,1.3 MultiJet Easy 95 Ps Combi,Doblo,140000,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
694,210000,2011,Peugeot,COMFORD 1.4 HDI 70 HP 5K,206+,237493,Düz,Dizel,,,,,7,0
695,500000,2020,Fiat,1.6 MultiJet Premio 120 Ps Combi,Doblo,32902,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
696,500000,2013,Citroen,C4 1.6 e-HDi Exclusive MCP6,C4,137350,Otomatik,Dizel,Önden Çekiş,60.0,1.56,115.0,6,5
697,495900,2021,Fiat,1.3 MultiJet Urban 95 Ps Sedan,Egea,105603,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
698,395000,2017,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,89191,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,3,0
699,545000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,9422,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
700,350000,2014,Dacia,Logan MCV 1.5 dCi Ambiance,Logan,218548,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,4,4
701,460000,2022,Fiat,Doblo 1.6 M. Jet trekking 105 hp manuel,Doblo,11055,Düz,Benzinli,,,,,0,0
702,442000,2022,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,6787,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,2,0
703,411750,2020,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,49598,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,4,0
704,420000,2021,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,26680,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
705,399900,2018,Fiat,1.4 16V Fire Easy Plus 95 Ps Hatchback,Egea,72000,Düz,Benzinli,Önden Çekiş,50.0,1.368,94.0,0,0
706,375000,2016,Dacia,Lodgy 1.5 dCi Laureate,Lodgy,163436,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,1,1
707,205000,2006,Ford,Transit Connect K210 S 1.8 TDdi Standart şasi,Transit Connect,163690,Düz,Dizel,Önden Çekiş,60.0,1.753,75.0,1,1
708,258000,2013,Peugeot,301 1.6 Hdi Active,301,171622,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,2,0
709,215000,2008,Citroen,C4 1.6 HDi SX,C4,262626,Düz,Dizel,Önden Çekiş,60.0,1.56,92.0,0,0
710,220000,2010,Fiat,Fiorino Combi 1.3 Multijet Dynamic,Fiorino,255000,Düz,Dizel,,45.0,1.248,75.0,0,0
711,390000,2011,Dacia,Duster 1.5 dCi Laureate 4x2,Duster,168295,Düz,Dizel,Önden Çekiş,50.0,1.461,85.0,3,3
712,355000,2019,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,43105,Düz,Dizel,,45.0,1.248,75.0,3,1
713,400000,2012,Ford,Focus 1.6 Ti-VCT Style Powershift,Focus,147659,Otomatik,Benzinli/LPG,Önden Çekiş,55.0,1.596,125.0,1,1
714,240000,2009,Fiat,Albea Sole 1.4 Fire Dynamic,Albea,64569,Düz,Benzinli,Önden Çekiş,48.0,1.368,77.0,0,0
715,301000,2014,Renault,Fluence 1.6 Joy,Fluence,211575,Düz,Dizel,Önden Çekiş,60.0,1.598,110.0,1,1
716,259900,2015,Peugeot,301 1.6 Hdi Allure,301,283252,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,4,4
717,399900,2018,Peugeot,301 1.6 Hdi Allure,301,109690,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,1,0
718,290900,2011,Ford,Focus 1.6 Collection,Focus,192420,Düz,Dizel,Önden Çekiş,55.0,1.596,100.0,4,3
719,260000,2004,Ford,Focus 1.6 Collection,Focus,174787,Düz,Benzinli,Önden Çekiş,55.0,1.596,100.0,0,0
720,245000,2012,Dacia,Sandero 1.5 dCi Ambiance,Sandero,118201,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,0,1
721,260000,2008,Renault,Megane HB 1.5 dCi Extreme 2,Megane,201000,Düz,Dizel,Önden Çekiş,60.0,1.461,80.0,0,0
722,310000,2009,Renault,Clio 1.2 16V Expression,Clio,90650,Düz,Benzinli,Önden Çekiş,55.0,1.149,75.0,0,0
723,399900,2015,Renault,Clio 1.2 16V Icon,Clio,61458,Düz,Benzinli,Önden Çekiş,45.0,1.149,75.0,2,1
724,205000,2008,Hyundai,Accent Era 1.5 CRDi-VGT Team,Accent,215014,Düz,Dizel,Önden Çekiş,45.0,1.493,110.0,1,1
725,300000,2011,Nissan,Note 1.5 dCi Visia,Note,102926,Düz,Dizel,Önden Çekiş,46.0,1.461,86.0,1,1
726,250000,2004,Toyota,Yaris 1.3 Sol Otomatik,Yaris,242000,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.298,87.0,0,0
727,218900,2009,Fiat,Palio Sole 1.4 Fire Dynamic,Palio,122188,Düz,Benzinli/LPG,Önden Çekiş,51.0,1.368,77.0,1,1
728,183000,2001,Seat,Toledo TDi Signo,Toledo,320470,Düz,Benzinli/LPG,Önden Çekiş,55.0,1.896,90.0,9,1
729,279750,2011,Renault,Symbol 1.5 dCi Authentique,Symbol,162648,Düz,Dizel,Önden Çekiş,50.0,1.461,65.0,3,3
730,360000,2015,Renault,Symbol 1.2 16V Joy,Symbol,66509,Düz,Benzinli,Önden Çekiş,50.0,1.149,75.0,0,0
731,365000,2013,Renault,Symbol 1.2 16V Joy,Symbol,71834,Düz,Benzinli,Önden Çekiş,50.0,1.149,75.0,4,3
732,400000,2016,Fiat,Punto 1.4 Pop S-S,Punto,100480,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,2,8
733,275000,2011,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,193471,Düz,Dizel,,,,,1,1
734,370000,2016,Fiat,Doblo Combi 1.3 M.jet Safeline,Doblo,198058,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,0,1
735,255000,2014,Renault,Symbol 1.5 dCi Joy,Symbol,178300,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,0,0
736,345000,2017,Renault,Symbol 1.5 dCi Joy,Symbol,213045,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,0,1
737,370000,2012,Ford,Fiesta 1.4 TDCi Trend,Fiesta,241939,Düz,Dizel,Önden Çekiş,45.0,1.398,70.0,5,0
738,360000,2014,Renault,Clio 1.2 16V Joy,Clio,88153,Düz,Benzinli,Önden Çekiş,45.0,1.149,75.0,0,0
739,297900,2013,Renault,Clio 1.2 16V Joy,Clio,141255,Düz,Benzinli,Önden Çekiş,45.0,1.149,75.0,2,3
740,325000,2010,Toyota,COROLLA SEDAN 1.4 D-4D ELEGANT,Corolla,235589,Düz,Benzinli,Önden Çekiş,55.0,1.365,90.0,0,0
741,299900,2012,Fiat,Linea 1.3 Multijet Active Plus,Linea,71285,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,1,5
742,268000,2014,Fiat,Linea 1.3 Multijet Active Plus,Linea,165100,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
743,615000,2020,Skoda,1.0 TSI 95 DSG PREMIUM,Fabia,17291,Otomatik,Benzinli,,,,,0,0
744,419000,2020,Renault,0.9 TCe Joy 90 Ps Sedan,Symbol,26970,Düz,Benzinli,Önden Çekiş,50.0,898.0,89.0,0,0
745,378900,2021,Fiat,1.4 Eko Pop 77 Ps Combi,Fiorino,8836,Düz,Benzinli,,45.0,1.368,76.0,0,0
746,355000,2021,Fiat,1.4 Eko Pop 77 Ps Combi,Fiorino,39320,Düz,Benzinli/LPG,,45.0,1.368,76.0,3,1
747,235000,2004,Renault,1.4 Authentique 75 Ps Symbol,Clio,73000,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.39,74.0,0,0
748,378000,2020,Fiat,1.4 Eko Premio 77 Ps Combi,Fiorino,25744,Düz,Benzinli,,45.0,1.368,76.0,0,0
749,459900,2016,Dacia,1.5 DCI (7 Koltuk) Stepway 110 Ps MPV,Lodgy,73379,Düz,Dizel,Önden Çekiş,50.0,1.461,108.0,0,0
