fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boyali_parca,degisen_parca
1131,965000,2020,Honda,Civic 1.6 i-VTEC Executive Eco Otomatik,Civic,28222,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.598,125.0,0,0
1132,565000,2020,Seat,1.0 Evo Style 80 Ps Hatchback,Ibiza,14484,Düz,Benzinli,Önden Çekiş,40.0,999.0,79.0,0,0
1133,575000,2017,Renault,1.2 Tce Touch 130 Ps Sedan,Megane,84775,Otomatik,Benzinli,Önden Çekiş,49.0,1.198,128.0,0,0
1134,617000,2020,Opel,1.5 CDTI Excellence Otomatik 132 Ps Kombi,Combo,40334,Otomatik,Benzinli,Önden Çekiş,50.0,1.499,130.0,0,0
1135,792000,2017,Skoda,1.6 TDI GreenTec Style DSG 115 Ps Hatchback,Octavia,85973,Otomatik,Dizel,Önden Çekiş,50.0,1.598,114.0,0,0
1136,631000,2016,Volkswagen,1.6 TDI BMT Comfortline 110 Ps Hatchback,Golf,137000,Düz,Dizel,Önden Çekiş,50.0,1.598,108.0,0,0
1137,585000,2015,Seat,1.2 TSI Style DSG 110 Ps Hatchback,Leon,60000,Otomatik,Benzinli,Önden Çekiş,50.0,1.197,109.0,0,0
1138,397000,2019,Peugeot,1.2 VTI PureTech Active 83 Ps Sedan,301,110000,Düz,Benzinli,Önden Çekiş,50.0,1.199,82.0,0,0
1139,433000,2021,Fiat,1.4 Fire Urban Plus 95 Ps Sedan,Egea,40074,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
1140,325000,2017,Ford,Transit Courier 1.5 TDCi Trend,Transit Courier,155460,Düz,Dizel,,45.0,1.498,75.0,0,1
1141,410000,2011,Ford,Grand C-Max 1.6 SCTi EcoBoost Titanium,C-Max,161452,Düz,Benzinli,Önden Çekiş,60.0,1.597,180.0,0,0
1142,332000,2012,Chevrolet,Aveo 1.3 D LT,Aveo,99452,Düz,Dizel,Önden Çekiş,46.0,1.248,75.0,0,0
1143,234900,2006,Volkswagen,Caddy Kombi 1.9 TDI,Caddy,251419,Düz,Dizel,Önden Çekiş,60.0,1.896,105.0,3,3
1144,255000,2008,Peugeot,207 1.4 HDi Premium,207,231474,Düz,Dizel,Önden Çekiş,50.0,1.398,70.0,0,0
1145,290000,2014,Dacia,Logan MCV 1.5 dCi Ambiance,Logan,231856,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,0,0
1146,780000,2017,Volkswagen,1.6 TDI SCR BMT Comfortline 115 Ps SUV,Tiguan,81000,Düz,Dizel,Önden Çekiş,60.0,1.598,114.0,2,0
1147,495000,2015,Fiat,1.4 T MultiAir TCT 140 Ps Crossover,500 X,85000,Otomatik,Benzinli,Önden Çekiş,48.0,1.368,138.0,0,0
1148,295000,2018,Fiat,1.3 MultiJet Easy 95 Ps Combi,Doblo,183000,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,8,0
1149,340000,2017,Fiat,1.3 MultiJet Urban 95 Ps Sedan,Egea,130000,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,3,1
1150,259000,2014,Fiat,Linea 1.4 Fire Pop,Linea,80000,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,0,3
1151,350000,2016,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,80000,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,2,0
1152,285000,2016,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,80000,Otomatik,Dizel,,45.0,1.248,95.0,3,0
1153,319000,2012,Fiat,Punto 1.3 Mjet Lounge S-S Dualogic,Punto,163000,Otomatik,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1154,393000,2021,Fiat,1.4 Fire Premio 77 Ps Combi,Fiorino,34160,Düz,Benzinli,,45.0,1.368,76.0,0,0
1155,1075000,2020,Peugeot,1.5 BlueHDI GT EAT8 132 Ps Crossover,2008,15326,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
1156,494000,2021,Citroen,1.5 BlueHDI Feel 100 Ps Sedan,C-Elysee,46448,Düz,Dizel,Önden Çekiş,50.0,1.499,98.0,0,0
1157,507000,2011,Chevrolet,Captiva 2.0 16V High Otomatik,Captiva,167161,Otomatik,Dizel,4x4,65.0,1.991,150.0,0,0
1158,185000,2008,Fiat,Linea 1.3 mjet active,Linea,179670,Düz,Dizel,,,,,5,0
1159,400000,2020,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,96820,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
1160,350000,2019,Peugeot,301 1.2 VTi PureTech Active,301,37746,Düz,Benzinli,Önden Çekiş,50.0,1.199,72.0,0,0
1161,425000,2020,Fiat,1.6 MultiJet Premio 120 Ps Combi,Doblo,40575,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
1162,396500,2021,Fiat,1.3 MultiJet Safeline 95 Ps Combi,Doblo,17000,Düz,Benzinli,Önden Çekiş,60.0,1.248,94.0,0,0
1163,399500,2019,Fiat,1.3 MultiJet Premio Plus 95 Ps Combi,Doblo,36000,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
1164,390000,2022,Fiat,Pratico Plus 1.6 M.Jet 120 Hp,Pratico,6300,Düz,Dizel,,,,,0,0
1165,310000,2010,Ford,Transit Connect GLX K210 S 1.8 TDCi,Transit Connect,178160,Düz,Dizel,Önden Çekiş,60.0,1.753,110.0,0,1
1166,320000,2014,Renault,Symbol 1.2 16V Joy,Symbol,237000,Düz,Benzinli,Önden Çekiş,50.0,1.149,75.0,0,0
1167,254900,2016,Fiat,1.3 MultiJet Maxi Plus ESP 90 Ps Cargo,Doblo,340834,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,1,3
1168,999900,2021,Kia,1.6 CRDI 4x4 Prestige DCT 136 Ps SUV,Sportage,19000,Otomatik,Dizel,4x4,62.0,1.598,134.0,0,0
1169,881900,2017,Mercedes,200 d BlueTEC Avantgarde 7G-Tronic 136 Ps Sedan,C,69000,Düz,Dizel,Arkadan İtiş,41.0,1.598,134.0,0,0
1170,2469900,2016,Volvo,2.0 D D5 AWD Inscription Geartronic 225 Ps SUV,XC90,134000,Otomatik,Benzinli,4x4,71.0,1.969,222.0,0,0
1171,1679900,2018,Audi,1.4 TFSI Sport S-Tronic 150 Ps Sportback,A5,110000,Otomatik,Benzinli,Önden Çekiş,54.0,1.395,148.0,0,0
1172,861900,2018,Bmw,116d Premium Line Otomatik 116 Ps Hatchback,1 Serisi,35500,Otomatik,Dizel,Arkadan İtiş,52.0,1.496,114.0,1,0
1173,949900,2017,Hyundai,1.6 T-GDI 4x4 Elite Plus Red Pack DCT 177 Ps SUV,Tucson,83500,Otomatik,Benzinli,4x4,62.0,1.591,174.0,0,0
1174,709900,2011,Mercedes,C 180 Kompessor BlueEfficiency Prime,C,131000,Otomatik,Benzinli,Arkadan İtiş,66.0,1.597,156.0,0,1
1175,638900,2016,Volkswagen,1.4 TSI ACT BMT Comfortline DSG 150 Ps Hatchback,Golf,93000,Otomatik,Benzinli,Önden Çekiş,50.0,1.395,148.0,4,1
1176,418900,2019,Fiat,1.2 Fire Urban 69 Ps Hatchback,Panda,82000,Düz,Benzinli,Önden Çekiş,37.0,1.242,68.0,0,0
1177,662900,2014,Volvo,1.6 D D2 Premium Powershift 115 Ps Sedan,S60,137000,Otomatik,Benzinli,Önden Çekiş,67.0,1.56,114.0,1,0
1178,367900,2012,Hyundai,i30 1.6 GDi Style,i30,90000,Düz,Benzinli,Önden Çekiş,53.0,1.591,135.0,0,0
1179,356900,2016,Renault,Fluence 1.5 dCi Touch EDC,Fluence,125000,Otomatik,Dizel,Önden Çekiş,60.0,1.461,110.0,3,2
1180,229900,2013,Fiat,Linea 1.3 Multijet Easy,Linea,172000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1181,435900,2013,Opel,Astra 1.3 CDTI Cosmo,Astra,145000,Düz,Dizel,Önden Çekiş,56.0,1.248,95.0,2,2
1182,326900,2016,Renault,Clio 1.5 dCi Touch,Clio,125000,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,0,0
1183,375000,2019,Fiat,1.3 MultiJet Pop 95 Ps Combi,Fiorino,176000,Düz,Dizel,,45.0,1.248,94.0,0,0
1184,708900,2016,Volkswagen,1.6 TDI BMT Comfortline DSG 110 Ps Hatchback,Golf,30600,Otomatik,Dizel,Önden Çekiş,50.0,1.598,108.0,0,0
1185,354900,2009,Toyota,Auris 1.6 Elegant,Auris,132600,Düz,Benzinli,Önden Çekiş,55.0,1.598,124.0,2,0
1186,828900,2018,Nissan,1.6 DCI Sky Pack X-tronic 130 Ps SUV,Qashqai,45000,Otomatik,Dizel,Önden Çekiş,55.0,1.598,128.0,0,0
1187,1724900,2017,Bmw,520i Luxury Line Otomatik 170 Ps Sedan,5 Serisi,86000,Otomatik,Benzinli,Arkadan İtiş,70.0,1.592,168.0,0,1
1188,464900,2019,Peugeot,1.5 BlueHDI Allure 102 Ps Sedan,301,29000,Düz,Dizel,Önden Çekiş,50.0,1.499,100.0,0,0
1189,294900,2012,Opel,Corsa 1.3 CDTI Essentia,Corsa,145000,Düz,Dizel,Önden Çekiş,45.0,1.248,75.0,0,1
1190,224900,2010,Kia,Picanto 1.1 Hiper,Picanto,114292,Düz,Benzinli,Önden Çekiş,35.0,1.086,65.0,2,0
1191,225000,2010,Hyundai,Getz 1.4 DOHC Start,Getz,170758,Düz,Benzinli,Önden Çekiş,45.0,1.399,97.0,0,0
1192,205000,2009,Citroen,C4 1.6 SX,C4,161000,Düz,Benzinli,Önden Çekiş,60.0,1.587,110.0,8,0
1193,300000,2017,Fiat,Linea 1.3 Multijet Pop,Linea,116571,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1194,255000,2015,Fiat,Linea 1.3 Multijet Pop,Linea,155000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1195,235000,2011,Fiat,Linea 1.3 Multijet Actual,Linea,207431,Düz,Dizel,Önden Çekiş,45.0,1.248,90.0,0,0
1196,410000,2020,Fiat,1.3 MultiJet Urban Plus 95 Ps Sedan,Egea,87227,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
1197,350000,2020,Fiat,1.3 MultiJet Pop 95 Ps Combi,Fiorino,65429,Düz,Dizel,,45.0,1.248,94.0,0,0
1198,375000,2017,Fiat,1.3 MultiJet Urban 95 Ps Sedan,Egea,84479,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,1,0
1199,315000,2012,Renault,Megane Sport Tourer 1.5 dCi Expression,Megane,168050,Düz,Dizel,Önden Çekiş,60.0,1.461,85.0,3,0
1200,250000,2008,Volkswagen,Caddy Kombi 1.9 TDI,Caddy,283500,Düz,Dizel,Önden Çekiş,60.0,1.896,105.0,0,4
1201,240000,2013,Ford,1.8 TDCI SWB Silver 90 Ps Kombi,Tourneo Connect,172602,Düz,Dizel,Önden Çekiş,60.0,1.753,89.0,0,1
1202,461900,2015,Peugeot,2008 1.6 e-HDi Active Start-Stop ETG6,2008,114600,Otomatik,Dizel,Önden Çekiş,50.0,1.598,92.0,5,1
1203,170000,1998,Suzuki,1.6 JLX 99 Ps SUV,Vitara,300000,Düz,Benzinli/LPG,4x4,42.0,1.589,97.0,0,0
1204,100000,1987,Audi,Audi 80L,Audi 80,300000,Düz,Dizel,,,,,0,0
1205,462500,2021,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,37405,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
1206,510000,2017,Fiat,EGEA SW Lounge Plus 1.6 M.Jet 120 HP DCT,Egea,103000,Otomatik,Dizel,,,,,0,0
1207,510000,2017,Fiat,EGEA SW Lounge Plus 1.6 M.Jet 120 HP DCT,Egea,157000,Otomatik,Dizel,,,,,0,1
1208,450000,2017,Fiat,1.6 MultiJet Comfort DCT 120 Ps Sedan,Egea,128287,Düz,Dizel,Önden Çekiş,45.0,1.598,118.0,0,1
1209,345000,2016,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,160000,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,4,5
1210,415000,2020,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,15200,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,1,0
1211,615000,2021,Fiat,1.6 MultiJet Lounge Plus 120 Ps Sedan,Egea,4350,Düz,Dizel,Önden Çekiş,45.0,1.598,118.0,1,0
1212,465000,2021,Fiat,CROSS 1.4 FİRE URBAN,Egea,2921,Düz,Benzinli/LPG,,,,,0,0
1213,275000,2011,Ford,1.4 TDCI Titanium X 70 Ps Hatchback,Fiesta,196000,Düz,Benzinli,Önden Çekiş,45.0,1.398,69.0,3,1
1214,265000,2011,Hyundai,Getz 1.4 DOHC Start,Getz,55000,Düz,Benzinli,Önden Çekiş,45.0,1.399,97.0,0,0
1215,250000,2004,Toyota,Corolla 1.6 VVT-i Sol,Corolla,247000,Düz,Benzinli/LPG,Önden Çekiş,55.0,1.598,110.0,5,1
1216,200000,2014,Fiat,Doblo Cargo 1.3 Multijet,Doblo,205000,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,5,1
1217,285000,2013,Fiat,Linea 1.3 Multijet Active Plus,Linea,153000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,1,4
1218,290000,2014,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,122000,Düz,Dizel,,45.0,1.248,75.0,10,2
1219,517000,2020,Fiat,1.3 MultiJet Urban Plus 95 Ps Sedan,Egea,25000,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
1220,390000,2021,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,15000,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
1221,170000,2015,Fiat,Fiorino Cargo 1.3 Multijet,Fiorino,206647,Düz,Dizel,,45.0,1.248,75.0,0,8
1222,180000,2015,Fiat,Fiorino Cargo 1.3 Multijet,Fiorino,212681,Düz,Benzinli,,45.0,1.248,75.0,7,1
1223,459000,2021,Fiat,CROSS 1.4 FİRE URBAN,Egea,6500,Düz,Benzinli,,,,,0,0
1224,332500,2021,Fiat,1.3 MultiJet Pop 95 Ps Combi,Fiorino,20,Düz,Dizel,,45.0,1.248,94.0,0,0
1225,185000,2012,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,181000,Düz,Dizel,,,,,8,4
1226,350000,2015,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,162500,Otomatik,Dizel,Önden Çekiş,60.0,1.598,105.0,2,2
1227,305000,2012,Hyundai,i20 1.4 CRDI TUNE,i20,126000,Düz,Dizel,Önden Çekiş,45.0,1.396,90.0,2,2
1228,459000,2021,Fiat,CROSS 1.4 FİRE URBAN,Egea,3700,Düz,Benzinli,,,,,0,0
1229,3275900,2016,Bmw,730i Long Executive Lounge Otomatik 258 Ps Sedan,7 Serisi,126760,Otomatik,Benzinli,Arkadan İtiş,78.0,1.998,255.0,0,0
1230,200000,2004,Fiat,Albea 1.2 SL,Albea,93938,Düz,Benzinli,Önden Çekiş,47.0,1.242,80.0,1,0
1231,370000,2016,Fiat,1.3 MultiJet Urban 95 Ps Sedan,Egea,116376,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,4,2
1232,435000,2017,Fiat,1.6 16V MultiJet II Urban Plus DCT 120 Ps Hatchbac,Egea,69790,Otomatik,Dizel,Önden Çekiş,50.0,1.598,118.0,0,3
1233,265000,2013,Renault,Clio SportTourer 1.5 dCi Joy,Clio,185500,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,1,1
1234,210000,2014,Fiat,Doblo Combi 1.3 M.jet Safeline,Doblo,196415,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,3,2
1235,320000,2017,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,76902,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,1,2
1236,246400,2011,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,216561,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,2
1237,170000,2004,Fiat,Doblo Cargo 1.9 JTD Active,Doblo,324877,Düz,Dizel,,60.0,1.91,105.0,2,1
1238,265900,2012,Fiat,Linea 1.3 Multijet Active Plus,Linea,73500,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,4,3
1239,210000,2010,Fiat,Doblo Combi 1.6 Multijet Dynamic,Doblo,302819,Düz,Benzinli,Önden Çekiş,60.0,1.598,105.0,0,1
