,fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boya_degisen,boyali_parca,degisen_parca
1632,950000,2010.0,Mercedes - Benz,E,250 CGI AMG Premium,151.0,Otomatik,Benzin,Arkadan İtiş,59.0,1796.0,204.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1633,920000,2018.0,Audi,A3,A3 Sedan 1.6 TDI Design Line,64.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1634,121900,1994.0,Renault,R 9,1.4 Broadway,413.0,Düz,LPG & Benzin,Önden Çekiş,,1390.0,83.0,,0,0
1635,170000,1998.0,Renault,Megane,1.6 RTE,268.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,90.0,3 değişen,0,3
1636,9500000,2017.0,Aston Martin,DB11,Coupe,21.0,Otomatik,Benzin,Arkadan İtiş,,5200.0,608.0,,0,0
1637,337500,2014.0,Skoda,Fabia,1.6 TDI Ambition,50.054,Düz,Dizel,Önden Çekiş,45.0,1598.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1638,119000,1992.0,Renault,R 12,Toros,142.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
1639,238500,2007.0,Opel,Corsa,1.3 CDTI Cosmo,277.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,90.0,,0,0
1640,520000,2012.0,Audi,A3,A3 Sportback 1.6 TDI Attraction,103.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,"1 değişen, 1 boyalı",1,1
1641,264500,2014.0,Fiat,Linea,1.3 Multijet Active Plus,185.659,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1642,85000,1996.0,Ford,Escort,1.8 CLX,134.0,Düz,LPG & Benzin,Önden Çekiş,,1796.0,105.0,,0,0
1643,362500,1997.0,Toyota,Corolla,1.6 GLi,62.0,Düz,Dizel,Önden Çekiş,,1587.0,105.0,,0,0
1644,490000,2019.0,Hyundai,i20,1.4 MPI Jump,93.0,Otomatik,Benzin,Önden Çekiş,50.0,1368.0,100.0,1 boyalı,1,0
1645,445000,2017.0,Nissan,Micra,1.2 Match,69.0,Otomatik,Benzin,Önden Çekiş,41.0,1198.0,80.0,2 boyalı,2,0
1646,130500,1995.0,Renault,R 19,1.4 Europa RN,300.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,55.0,,0,0
1647,348000,2014.0,Renault,Symbol,1.5 dCi Joy,129.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,,0,0
1648,223000,2000.0,Honda,Civic,1.4 S,299.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1396.0,90.0,3 değişen,0,3
1649,715000,2021.0,Ford,Focus,1.5 Ti-VCT Trend X,12.0,Düz,Benzin,Önden Çekiş,52.0,1497.0,123.0,1 boyalı,1,0
1650,760000,2021.0,Toyota,Corolla,1.5 Dream,9.0,Otomatik,Benzin,Önden Çekiş,50.0,1490.0,125.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1651,468000,2011.0,Honda,Civic,1.6 i-VTEC Premium,121.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1652,287500,2005.0,Honda,Civic,1.6 i-VTEC ES,387.4,Düz,LPG & Benzin,Önden Çekiş,50.0,1590.0,110.0,,0,0
1653,165000,2006.0,Renault,Clio,1.5 dCi Alize,474.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,65.0,,0,0
1654,630000,2013.0,Honda,Civic,1.6 i-VTEC ECO Elegance,141.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,,0,0
1655,465000,2014.0,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,168.0,Düz,Dizel,Önden Çekiş,50.0,1598.0,90.0,"1 değişen, 1 boyalı",1,1
1656,285000,2016.0,Citroen,C-Elysee,1.6 HDi Attraction,186.0,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1657,240000,2009.0,Peugeot,206,1.4 Comfort,213.0,Düz,Benzin,Önden Çekiş,50.0,1360.0,76.0,,0,0
1658,477000,2020.0,Dacia,Sandero,0.9 TCe Stepway Easy-R,46.333,Yarı Otomatik,Benzin,Önden Çekiş,50.0,898.0,90.0,2 boyalı,2,0
1659,218000,2009.0,Chevrolet,Lacetti,1.4 SE,165.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1399.0,95.0,,0,0
1660,570000,2018.0,Renault,Megane,1.5 dCi Touch,150.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,3 boyalı,3,0
1661,265000,2004.0,Opel,Vectra,1.6 Comfort,205.0,Düz,LPG & Benzin,Önden Çekiş,61.0,1598.0,100.0,"1 değişen, 4 boyalı",4,1
1662,585000,2021.0,Renault,Clio,1.0 TCe Touch,33.0,Otomatik,Benzin,Önden Çekiş,42.0,999.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1663,384900,2012.0,Ford,Fiesta,1.4 TDCi Titanium,114.127,Düz,Dizel,Önden Çekiş,45.0,1398.0,70.0,4 boyalı,4,0
1664,92500,2000.0,Lada,Vega,1.5,273.0,Düz,LPG & Benzin,Önden Çekiş,43.0,1499.0,77.0,12 boyalı,12,0
1665,440000,2016.0,Renault,Fluence,1.5 dCi Touch,140.7,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,3 boyalı,3,0
1666,131000,2000.0,Tofaş,Doğan,SLX ie,165.0,Düz,LPG & Benzin,Arkadan İtiş,45.0,1581.0,96.0,,0,0
1667,378750,2015.0,Peugeot,208,1.2 PureTech Access,153.347,Yarı Otomatik,Benzin,Önden Çekiş,50.0,1199.0,83.0,2 boyalı,2,0
1668,519000,2019.0,Citroen,C3,1.2 PureTech Shine Pack,60.5,Otomatik,Benzin,Önden Çekiş,,1199.0,110.0,,0,0
1669,429500,2012.0,Citroen,C4 Picasso,1.6 e-HDi Dynamic,175.665,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1560.0,114.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1670,292000,2012.0,Ford,Fiesta,1.4 TDCi Trend,246.3,Düz,Dizel,Önden Çekiş,45.0,1398.0,70.0,,0,0
1671,225000,1997.0,Toyota,Corolla,1.6 XLi,328.0,Düz,LPG & Benzin,Önden Çekiş,,1587.0,105.0,,0,0
1672,545000,2017.0,Seat,Leon,1.6 TDI Sport Tourer Style,135.164,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,110.0,"1 değişen, 3 boyalı",3,1
1673,850000,2017.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,60.0,Otomatik,Benzin,Önden Çekiş,,1400.0,,,0,0
1674,315000,2016.0,Fiat,Linea,1.3 Multijet Pop,92.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,3 boyalı,3,0
1675,102500,1994.0,Peugeot,106,XSi,172.254,Düz,Benzin,Önden Çekiş,,1360.0,95.0,,0,0
1676,268000,2001.0,Opel,Astra,1.6 Elegance,180.0,Düz,LPG & Benzin,Önden Çekiş,52.0,1598.0,100.0,,0,0
1677,610500,2016.0,Ford,Focus,1.5 TDCi Titanium,106.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1499.0,120.0,2 boyalı,2,0
1678,223500,2009.0,Hyundai,Getz,1.5 VGT Start,232.0,Düz,Dizel,Önden Çekiş,45.0,1493.0,88.0,"1 değişen, 7 boyalı",7,1
1679,150000,1998.0,Skoda,Felicia,1.3 GLX,225.0,Düz,LPG & Benzin,,,,,,0,0
1680,330000,2014.0,Hyundai,Accent Blue,1.6 CRDI Biz,195.0,Düz,Dizel,Önden Çekiş,43.0,1582.0,128.0,,0,0
1681,245520,2015.0,Fiat,Linea,1.3 Multijet Active Plus,172.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,"3 değişen, 4 boyalı",4,3
1682,190000,2011.0,Renault,Symbol,1.5 dCi Authentique,328.7,Düz,Dizel,Önden Çekiş,50.0,1461.0,65.0,,0,0
1683,312000,2013.0,Renault,Fluence,1.5 dCi Joy,307.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,90.0,,0,0
1684,135000,1990.0,Toyota,Corona,2.0 XL,213.0,Düz,LPG & Benzin,Belirtilmemiş,,,,,0,0
1685,317500,2012.0,Opel,Corsa,1.3 CDTI Essentia,159.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1686,260000,1998.0,Volkswagen,Golf,1.6 Comfortline,40.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1595.0,101.0,1 boyalı,1,0
1687,168000,2002.0,Renault,Clio,1.5 dCi Expression,305.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,65.0,,0,0
1688,769750,2015.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,150.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1689,165000,2001.0,Renault,Clio,1.4 RNA,319.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1390.0,75.0,1 değişen,0,1
1690,616500,2017.0,Ford,Focus,1.6 Ti-VCT Trend X,76.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1596.0,125.0,,0,0
1691,550000,2016.0,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,180.0,Düz,Dizel,Önden Çekiş,50.0,1598.0,90.0,,0,0
1692,220000,2011.0,Renault,Clio,1.5 dCi Authentique,391.0,Düz,Dizel,Önden Çekiş,55.0,1461.0,65.0,"2 değişen, 2 boyalı",2,2
1693,280000,2009.0,Hyundai,Accent Era,1.5 CRDi Select,185.6,Düz,Dizel,Önden Çekiş,45.0,1493.0,110.0,,0,0
1694,110000,1992.0,Opel,Vectra,2.0 GLS,345.852,Düz,LPG & Benzin,Önden Çekiş,,1998.0,115.0,,0,0
1695,600000,2015.0,Volkswagen,Golf,1.2 TSi Comfortline,126.0,Düz,Benzin,Önden Çekiş,50.0,1197.0,105.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1696,250000,2003.0,Citroen,C3,1.6 SX,112.0,Düz,Benzin,Önden Çekiş,45.0,1587.0,111.0,4 boyalı,4,0
1697,482250,2015.0,Toyota,Corolla,1.4 D-4D Touch,166.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1364.0,90.0,6 boyalı,6,0
1698,587000,2019.0,Opel,Astra,1.4 T Edition Plus,52.0,Otomatik,Benzin,Önden Çekiş,56.0,1364.0,140.0,,0,0
1699,355000,2012.0,Toyota,Corolla,1.33 Comfort,125.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1329.0,99.0,,0,0
1700,610000,2015.0,Volkswagen,Golf,1.2 TSi Comfortline,138.4,Yarı Otomatik,Benzin,Önden Çekiş,50.0,1197.0,105.0,,0,0
1701,745000,2018.0,Honda,Civic,1.6 i-VTEC Eco Executive,52.0,Otomatik,LPG & Benzin,Önden Çekiş,47.0,1597.0,125.0,1 değişen,0,1
1702,355000,2013.0,Renault,Fluence,1.5 dCi Icon,295.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,,0,0
1703,1240000,2015.0,Mercedes - Benz,C,C 200 d BlueTEC Avantgarde,48.0,Otomatik,Dizel,Arkadan İtiş,41.0,1598.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1704,3500000,2013.0,Porsche,Panamera,Diesel,249.0,Otomatik,Dizel,Arkadan İtiş,80.0,2967.0,300.0,,0,0
1705,529950,2013.0,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,147.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,109.0,,0,0
1706,1379000,2021.0,BMW,2 Serisi,218i Gran Coupe First Edition Sport Line,28.456,Otomatik,Benzin,Önden Çekiş,42.0,1499.0,140.0,,0,0
1707,195000,2005.0,Renault,Clio,1.5 dCi Alize,172.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,65.0,,0,0
1708,470000,2013.0,Ford,C-Max,1.6 TDCi Titanium Grand,219.0,Düz,Dizel,Önden Çekiş,60.0,1560.0,115.0,,0,0
1709,255000,2007.0,Nissan,Note,1.4 Tekna,218.5,Düz,LPG & Benzin,Önden Çekiş,46.0,1386.0,88.0,,0,0
1710,249950,1995.0,Mercedes - Benz,C,C 200 Elegance,299.0,Otomatik,LPG & Benzin,Arkadan İtiş,,,,,0,0
1711,425000,2015.0,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,98.95,Düz,LPG & Benzin,Önden Çekiş,43.0,1368.0,100.0,,0,0
1712,560000,2013.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2.004,Yarı Otomatik,Dizel,Önden Çekiş,70.0,1598.0,105.0,,0,0
1713,442000,2018.0,Fiat,Egea,1.6 Multijet Easy,99.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1598.0,120.0,,0,0
1714,373500,2014.0,Ford,Fiesta,1.25 Trend,59.5,Düz,Benzin,Önden Çekiş,42.0,1242.0,82.0,,0,0
1715,485000,2011.0,Toyota,Corolla,1.4 D-4D Comfort,100.0,Düz,Dizel,Önden Çekiş,55.0,1364.0,90.0,1 boyalı,1,0
1716,272500,2008.0,Peugeot,207,1.6 VTi Premium,145.8,Otomatik,Benzin,Önden Çekiş,50.0,1598.0,122.0,,0,0
1717,250000,2015.0,Fiat,Linea,1.3 Multijet Pop,184.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,"2 değişen, 5 boyalı",5,2
1718,265000,2009.0,Dacia,Logan,1.6 MCV Ambiance,164.6,Düz,LPG & Benzin,Önden Çekiş,50.0,1598.0,90.0,1 değişen,0,1
1719,125000,1995.0,Renault,R 12,Toros,280.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
1720,58500,1990.0,Tofaş,Şahin,Şahin 5 Vites,99.0,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,80.0,,0,0
1721,122500,1990.0,Fiat,Tipo,1.6 ie,149.25,Düz,LPG & Benzin,Önden Çekiş,,1581.0,80.0,,0,0
1722,540000,2019.0,Fiat,Egea,1.6 Multijet Easy,73.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1723,440000,2014.0,Hyundai,Accent Blue,1.6 CRDI Mode,93.0,Düz,Dizel,Önden Çekiş,43.0,1582.0,136.0,,0,0
1724,112000,1997.0,Ford,Escort,1.6 CLX,79.0,Düz,Benzin,Önden Çekiş,,1597.0,90.0,,0,0
1725,554000,2020.0,Fiat,Egea,1.3 Multijet Urban Plus,31.2,Düz,Dizel,,,,,,0,0
1726,177000,2001.0,Fiat,Palio,1.4 EL Weekend,157.0,Düz,LPG & Benzin,,,,,,0,0
1727,276500,2011.0,Chevrolet,Cruze,1.6 Design Edition,328.0,Otomatik,LPG & Benzin,,,,,,0,0
1728,235000,1998.0,Volkswagen,Golf,1.6 Comfortline,185.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1595.0,101.0,"1 değişen, 1 boyalı",1,1
1729,645000,2018.0,Renault,Megane,1.5 dCi Touch,98.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1730,298000,2012.0,Opel,Insignia,2.0 CDTI Edition,288.0,Otomatik,Dizel,Önden Çekiş,70.0,1956.0,130.0,,0,0
1731,115000,1993.0,Fiat,Tempra,2.0 ie,145.0,Düz,LPG & Benzin,Önden Çekiş,,1995.0,113.0,,0,0
1732,164500,1999.0,Volkswagen,Bora,1.6 Comfortline,300.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1595.0,101.0,,0,0
1733,404950,2015.0,Fiat,500 Ailesi,500C 1.2 Lounge,167.0,Yarı Otomatik,Benzin,Önden Çekiş,35.0,1242.0,69.0,,0,0
1734,765000,2018.0,Opel,Insignia,1.6 CDTI Grand Sport Design,105.0,Otomatik,Dizel,Önden Çekiş,62.0,1598.0,136.0,,0,0
1735,94500,1977.0,Mercedes - Benz,300,TD,595.0,Düz,Dizel,Önden Çekiş,,,,,0,0
1736,285000,2007.0,Suzuki,Swift,1.3 MT 4X4,216.5,Düz,LPG & Benzin,4WD (Sürekli),40.0,1328.0,93.0,,0,0
1737,178000,1998.0,Opel,Vectra,1.6 GL,265.0,Düz,LPG & Benzin,Önden Çekiş,61.0,1598.0,100.0,2 değişen,0,2
1738,245000,2004.0,Ford,Fusion,1.6 Lux,243.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1596.0,100.0,2 boyalı,2,0
1739,252000,2004.0,Alfa Romeo,156,2.0 JTS Distinctive,250.0,Yarı Otomatik,LPG & Benzin,Önden Çekiş,63.0,1970.0,165.0,,0,0
1740,915000,2022.0,Toyota,Corolla,1.8 Hybrid Dream,6.2,Otomatik,Hibrit,Önden Çekiş,43.0,1798.0,98.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1741,595000,2014.0,Seat,Leon,1.6 TDI CR Style,101.1,Düz,Dizel,Önden Çekiş,50.0,1598.0,105.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1742,105000,1992.0,Tofaş,Doğan,L,174.011,Düz,LPG & Benzin,Arkadan İtiş,50.0,1581.0,83.0,,0,0
1743,110000,2007.0,Fiat,Palio,1.3 Multijet Active,95.0,Düz,Dizel,Önden Çekiş,51.0,1248.0,70.0,,0,0
1744,342000,2014.0,Citroen,C-Elysee,1.6 HDi Attraction,132.0,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,1 boyalı,1,0
1745,127000,2006.0,Fiat,Palio,1.3 Multijet Active,316.0,Düz,Dizel,Önden Çekiş,51.0,1248.0,70.0,,0,0
1746,388000,2018.0,Fiat,Egea,1.3 Multijet Easy,108.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,,0,0
1747,255000,2004.0,Peugeot,307,1.6 XT,228.0,Otomatik,LPG & Benzin,Önden Çekiş,60.0,1587.0,110.0,,0,0
1748,196000,1996.0,Toyota,Corolla,1.6 GLi Special,258.0,Düz,LPG & Benzin,Önden Çekiş,,1587.0,114.0,,0,0
1749,220000,2002.0,Peugeot,307,1.6 XT,275.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1587.0,110.0,4 boyalı,4,0
1750,600000,2019.0,Opel,Astra,1.4 T Edition Plus,63.0,Otomatik,LPG & Benzin,Önden Çekiş,56.0,1364.0,140.0,5 boyalı,5,0
1751,265000,2010.0,Opel,Astra,1.6 Enjoy,126.0,Düz,LPG & Benzin,Önden Çekiş,56.0,1598.0,115.0,,0,0
1752,354000,2014.0,Volkswagen,Polo,1.2 TDi Trendline,133.0,Düz,Dizel,Önden Çekiş,45.0,1199.0,75.0,3 boyalı,3,0
1753,174000,2001.0,Renault,Megane,1.6 RTE,382.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,107.0,"1 değişen, 3 boyalı",3,1
1754,605000,2015.0,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,142.0,Yarı Otomatik,Benzin,Önden Çekiş,55.0,1395.0,125.0,1 boyalı,1,0
1755,324950,2007.0,Volkswagen,Golf,1.6 FSi Goal,185.0,Düz,Benzin,Önden Çekiş,55.0,1598.0,115.0,,0,0
1756,293000,2012.0,Chevrolet,Cruze,1.6 LT,192.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,124.0,"1 değişen, 3 boyalı",3,1
1757,220000,2010.0,Renault,Symbol,1.5 dCi Authentique,175.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,65.0,,0,0
1758,215000,2012.0,Tata,Vista,1.3 TDI Quadrojet Aura,87.0,Düz,Dizel,Önden Çekiş,44.0,1248.0,75.0,,0,0
1759,377500,2016.0,Fiat,Egea,1.3 Multijet Easy Plus,175.0,Düz,Dizel,Önden Çekiş,50.0,1248.0,95.0,,0,0
1760,535000,2017.0,Ford,Focus,1.5 TDCi Trend X,114.0,Yarı Otomatik,Dizel,Önden Çekiş,53.0,1499.0,120.0,5 boyalı,5,0
1761,450000,2012.0,Ford,Focus,1.6 Ti-VCT Style,153.853,Yarı Otomatik,LPG & Benzin,Önden Çekiş,55.0,1596.0,125.0,1 boyalı,1,0
1762,380000,2017.0,Citroen,C-Elysee,1.6 HDi Confort,120.0,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,,0,0
1763,252000,2008.0,Ford,Fiesta,1.4 TDCi Collection,160.0,Düz,Dizel,Önden Çekiş,45.0,1399.0,68.0,"2 değişen, 9 boyalı",9,2
1764,425000,2012.0,Ford,Focus,1.6 Ti-VCT Titanium,126.0,Yarı Otomatik,LPG & Benzin,Önden Çekiş,55.0,1596.0,125.0,,0,0
1765,342900,2015.0,Hyundai,i20,1.2 MPI Jump,182.168,Düz,LPG & Benzin,Önden Çekiş,50.0,1248.0,84.0,"3 değişen, 1 boyalı",1,3
1766,369000,2015.0,Dacia,Lodgy,1.5 dCi Laureate,229.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,,0,0
1767,78000,1992.0,Tofaş,Şahin,1.6,100.0,Düz,LPG & Benzin,52 lt,,1581.0,,,0,0
1768,85500,1991.0,Tofaş,Şahin,1.6,106.0,Düz,LPG & Benzin,,,,,,0,0
1769,787750,2018.0,Honda,Civic,1.6 i-VTEC ECO Elegance,42.76,Otomatik,LPG & Benzin,Önden Çekiş,47.0,1597.0,125.0,,0,0
1770,2030000,2019.0,BMW,5 Serisi,520i Luxury Line,39.0,Otomatik,Benzin,Arkadan İtiş,68.0,1597.0,170.0,,0,0
1771,285000,2011.0,Peugeot,207,1.4 HDi Active,221.0,Düz,Dizel,Önden Çekiş,50.0,1360.0,71.0,"1 değişen, 3 boyalı",3,1
1772,214000,2005.0,Renault,Laguna,1.6 Expression,222.7,Düz,LPG & Benzin,Önden Çekiş,68.0,1598.0,115.0,6 boyalı,6,0
1773,77000,1995.0,Tofaş,Doğan,SLX,88.0,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,83.0,,0,0
1774,252000,2009.0,Citroen,C4,1.6 HDi SX,261.0,Düz,Dizel,Önden Çekiş,60.0,1560.0,93.0,,0,0
1775,998000,2018.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,67.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1776,152500,1996.0,Peugeot,406,2.0 SV,215.0,Düz,LPG & Benzin,Önden Çekiş,70.0,1998.0,134.0,,0,0
1777,130000,2003.0,Fiat,Punto,1.9 JTD,365.332,Düz,Dizel,,,,,,0,0
1778,470000,2017.0,Dacia,Sandero,0.9 TCe Stepway Easy-R,66.9,Yarı Otomatik,Benzin,Önden Çekiş,50.0,898.0,90.0,,0,0
1779,318000,2005.0,Toyota,Verso,1.6 Elegant,280.0,Düz,LPG & Benzin,Arkadan İtiş,,,,,0,0
1780,429000,2014.0,Renault,Fluence,1.5 dCi Touch Plus,130.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1781,1000000,2021.0,Volkswagen,Passat,1.4 TSI Hybrid GTE,23.0,Yarı Otomatik,Hibrit,Önden Çekiş,50.0,1395.0,218.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1782,233750,2004.0,Ford,Fiesta,1.4 Comfort,280.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1388.0,80.0,,0,0
1783,139000,2008.0,Fiat,Albea,Sole 1.3 Multijet Dynamic,629.0,Düz,Dizel,Önden Çekiş,48.0,1248.0,70.0,,0,0
1784,2150000,2018.0,BMW,5 Serisi,520d Pure,95.666,Otomatik,Dizel,Arkadan İtiş,66.0,1995.0,190.0,1 boyalı,1,0
1785,583750,2012.0,Volkswagen,Jetta,1.4 TSi Highline,90.459,Yarı Otomatik,Benzin,Önden Çekiş,55.0,1390.0,122.0,"2 değişen, 2 boyalı",2,2
1786,695000,2019.0,Toyota,Corolla,1.6 Vision,66.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1598.0,132.0,"3 değişen, 1 boyalı",1,3
1787,465000,2012.0,Ford,C-Max,1.6 TDCi Titanium X,167.0,Düz,Dizel,Önden Çekiş,53.0,1560.0,115.0,3 boyalı,3,0
1788,385000,2013.0,Toyota,Corolla,1.4 D-4D Advance,102.5,Düz,Dizel,Önden Çekiş,55.0,1364.0,90.0,4 boyalı,4,0
1789,607500,2018.0,Toyota,Corolla,1.6 Life,22.0,Düz,Benzin,Önden Çekiş,55.0,1598.0,132.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1790,355000,2010.0,Opel,Astra,1.3 CDTI Essentia Konfor,150.0,Yarı Otomatik,Dizel,Önden Çekiş,52.0,1248.0,90.0,,0,0
1791,500000,2012.0,Volkswagen,Golf,1.6 TDi Highline,190.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,105.0,7 boyalı,7,0
1792,335000,2014.0,Fiat,Linea,1.3 Multijet Pop,101.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1793,620000,2018.0,Seat,Leon,1.6 TDI Style,157.5,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,115.0,3 boyalı,3,0
1794,1230000,2014.0,Audi,A6,A6 Sedan 2.0 TDI,197.0,Otomatik,Dizel,Önden Çekiş,65.0,1968.0,177.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1795,315000,2004.0,Volkswagen,Bora,1.6 Pacific,198.0,Otomatik,LPG & Benzin,Önden Çekiş,55.0,1595.0,102.0,3 boyalı,3,0
1796,245000,2007.0,Opel,Zafira,1.9 DTI Enjoy,221.0,Otomatik,Dizel,Önden Çekiş,,1910.0,150.0,,0,0
1797,415000,2017.0,Fiat,Egea,1.3 Multijet Urban,195.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,3 boyalı,3,0
1798,140000,1996.0,Tofaş,Doğan,SLX,80.0,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,83.0,,0,0
1799,135000,1987.0,Renault,R 12,TX,168.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
1800,80000,1990.0,Renault,R 9,1.4 Broadway GTE,260.0,Düz,LPG & Benzin,Önden Çekiş,,1390.0,83.0,,0,0
1801,483000,2018.0,Renault,Clio,1.5 dCi Touch,155.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1461.0,90.0,,0,0
1802,410000,2008.0,Audi,A6,A6 Sedan 2.0 TDI,290.0,Otomatik,Dizel,Önden Çekiş,70.0,1968.0,140.0,"1 değişen, 5 boyalı",5,1
1803,235250,2010.0,Fiat,Albea,Sole 1.3 Multijet Dynamic,240.0,Düz,Dizel,Önden Çekiş,48.0,1248.0,70.0,,0,0
1804,174000,1998.0,Opel,Vectra,2.5 CDX,282.0,Düz,LPG & Benzin,Önden Çekiş,61.0,2498.0,170.0,,0,0
1805,238000,2010.0,Fiat,Linea,1.6 Multijet Active Plus,335.0,Düz,Dizel,Önden Çekiş,45.0,1598.0,105.0,,0,0
